id,title,description,genres,imdb_rating,views,ismovie
5011,Odeya,"गजेंद्र, एक आक्रामक व्यक्ति, और उसके भाई किसानों को चालाक और लालची मध्यस्थों से बचाते हैं। जब उसके भाई उसके लिए दुल्हन चुनते हैं, तो वह उसे अपने हिंसक हमलों से डरा देता है।","Action, Thriller",3.9,19163209,1
5012,Taana,"शक्तिवेल एक युवा व्यक्ति है जो अपने परिवार को खुश रखने के लिए एक पुलिस अधिकारी बनना चाहता है, लेकिन भाषण विकार के कारण उसे अपनी खोज में कई चुनौतियों का सामना करना पड़ता है, जिससे घबराहट होने पर उसकी आवाज़ अवांछनीय तरीकों से बदल जाती है।","Action, Comedy",4.8,19024552,1
5013,Kanchana The Wonder Car,"Dora- अपनी शंकाओं को नज़रअंदाज करते हुए, एक युवा महिला एक विंटेज कार खरीदती है जो ऐसा लगता है कि उसका अपना दिमाग है। आगे की जांच से पता चलता है कि यह उसके अतीत से जुड़ी एक प्रतिशोधी आत्मा के वश में है।","Action, Horror",5.4,18746913,1
5014,The Fighter Man Singham 2,"Silukkuvarupatti Singam- सत्यमूर्ति, एक लापरवाह पुलिस अधिकारी जो अपनी नौकरी के प्रति उत्साहित नहीं है, उसे अपना रवैया बदलने के लिए मजबूर होना पड़ता है जब वह गलती से एक पब से एक व्यक्ति को गिरफ्तार कर लेता है, जो एक गैंगस्टर होता है।","Action, Comedy",5.4,18493424,1
5015,Rajmahal Returns,"Pretham- तीन दोस्त समुद्र तट के किनारे एक रिसॉर्ट खोलते हैं और देखते हैं कि यह असाधारण संस्थाओं से ग्रस्त है। जल्द ही, वे रहस्य को सुलझाने और अपना होटल वापस पाने में मदद करने के लिए एक मानसिक रोगी की मदद लेते हैं।","Comedy, Horror",6.4,18444854,1
5017,Pappu Passport,"Aandavan Kattalai - गांधी लंदन जाने के लिए पासपोर्ट के लिए आवेदन करने के लिए अपने पति या पत्नी का नकली नाम, कर्मेघाकुझाली का उपयोग करते हैं। हालाँकि, वह अपने कार्यों के लिए दोषी महसूस करता है और अपनी समस्या को हल करने के लिए उसी नाम की लड़की को खोजने की कोशिश करता है।","Action, Drama",8.0,6892,1
5018,The Real Hero,"Rey- जमैका के एक कॉलेज में शामिल होने के बाद, एक महत्वाकांक्षी नर्तकी एक नृत्य प्रतियोगिता जीतने के लिए एक स्थानीय व्यक्ति के साथ टीम बनाती है लेकिन दो बार की विजेता उसके लिए मुसीबत खड़ी कर देती है।","Action, Romance",3.5,17738464,1
5019,Rajmahal 2,"Aranmanai 2 - मुरली अपनी मंगेतर के साथ अपने पैतृक महल में आता है क्योंकि उसके पिता रहस्यमय परिस्थितियों में कोमा में चले जाते हैं। हालाँकि, उसके जीवन में तब बदलाव आता है जब वह अपने परिवार के काले रहस्यों को उजागर करता है।","Comedy, Horror",4.4,17703699,1
5020,Rangi Taranga,"बार-बार बुरे सपने आने के बाद इंदु अपने उपन्यासकार पति, गौतम के साथ अपने पैतृक घर जाती है। इसके बाद, कुछ अप्राकृतिक घटनाओं से गौतम के भूले हुए अतीत के बारे में एक रहस्य का पता चलता है।","Mystery, Thriller",8.2,17669507,1
5021,Rowdy,"एक राजनीतिक डॉन का बेटा कृष्णा, अपनी मां को खोने के बाद, उसकी मौत के लिए जिम्मेदार सभी दोषियों से बदला लेने की कसम खाता है, जिसमें उसका अपना बड़ा भाई, भूषण भी शामिल है।","Action, Drama",5.6,17138159,1
5022,Main Insaaf Karoonga 2,"Chanti- रवि, ​​एक सैनिक, अपने पिता की मृत्यु के बाद अपनी अंधी बहन और परिवार की संपत्ति की देखभाल करने का फैसला करता है। हालाँकि, जल्द ही उसका एक भ्रष्ट विधायक से विवाद हो जाता है जो उसकी जमीन खरीदना चाहता है।",Family,3.4,17040924,1
5023,Aambala,"तीन भाई अपने अलग हो चुके पिता और अपनी बहनों के बीच रिश्ते को सुधारने के लिए अपने पैतृक गाँव लौट आए। हालाँकि, परिवार को एकजुट करने के लिए, भाइयों को अपने चचेरे भाइयों से शादी करने के लिए कहा जाता है।","Action, Comedy",4.7,16511209,1
5024,Premam 2,"Idhu Namma Aalu - एक इंजीनियर को उसके माता-पिता द्वारा नियोजित विवाह के माध्यम से एक महिला से प्यार हो जाता है। हालाँकि, पारिवारिक समस्याओं के साथ उसका अतीत उसके रिश्ते को खतरे में डालता है।","Comedy, Romance",5.3,2003303,1
5026,Rummy The Great Gambler,"Soodhu Kavvum-  दास एक राजनेता के बेटे अरुमई का अपहरण कर लेता है, जो अपने पिता से पैसे ऐंठने के लिए अपने अपहरण की योजना बना रहा है। समस्याएँ तब उत्पन्न होती हैं जब मामले को संभालने के लिए एक पागल पुलिस अधिकारी को लाया जाता है।","Comedy, Thriller",8.3,16282869,1
5027,The Don Of Dons,"The Don of Dons is a forced love story with murderous pulp action. Mr. Brown, a man that is pushed beyond his limits must find a mythical figure only known as the Mad Sam. If he fails, the gangsters that have kidnapped the love of his life will kill her. Accompanied by his wild friend Esteban, the two must race against time to find a man that may or may not exist.",Action,5.2,25875,1
5028,Sketch,"स्केच एक ऋणदाता के अधीन काम करता है जो उन लोगों के वाहन लेता है जो उसे वापस भुगतान करने में असमर्थ हैं। हालाँकि, ऐसा ही एक डिफॉल्टर एक खतरनाक गैंगस्टर है जो तब क्रोधित हो जाता है जब उसे पता चलता है कि उसकी कार ले ली गई है।","Action, Thriller",5.6,16123568,1
5029,Checkmate,A detective must wage a war on street gangs while also identifing which police officers are by his side and which are part of the criminal network that dominates the region.,"Action, Thriller, Crime",4.1,14727,1
5030,Hero The Action Man,"Bejawada - काली का दाहिना हाथ विजय, काली के भाई शंकर द्वारा मारा जाता है। अब विजय के छोटे भाई शिवा पर निर्भर है कि वह शंकर के कुकर्मों को उजागर करे और इस प्रक्रिया में अपने भाई की हत्या का बदला ले।","Action, Drama",3.3,15937109,1
5031,Ek Aur Qayamat,"Kantri- एक आदमी हांगकांग में एक अपराधी के लिए काम करता है। वह जल्द ही एक विवाद के कारण अपनी नौकरी छोड़ देता है और अपना गिरोह बना लेता है। अपने पूर्व नियोक्ता को मारने की पेशकश आकर्षक लगती है, लेकिन इसके गंभीर परिणाम होते हैं।","Action, Drama",4.7,15548056,1
5032,Dashing Hero,"Katha Nayagan- एक राजस्व निरीक्षक को एक लड़की से प्यार हो जाता है लेकिन उसे अपनी कायरता के कारण समस्याओं का सामना करना पड़ता है। वह उसके पिता के सामने खुद को साबित करने का रास्ता खोजने के लिए मजबूर है, जो चाहता है कि उसकी शादी एक बहादुर आदमी से हो।","Comedy, Romance",4.5,15475431,1
5033,Exodus of the Prodigal Son,A bullied youth's life spirals out of control after he accidentally kills his tormentor and goes on the run.,"Action, Drama",4.9,17625,1
5034,Convict,"After defending his fiancee, a war veteran is convicted of manslaughter and sentenced to 18 months behind bars under the purview of a sadistic prison boss in Australia.","Action, Crime",5.4,25153925,1
5035,Rise,"A young man is falsely convicted of rape and sentenced to six years in a maximum security prison. After arriving at the prison, he forms an unlikely bond with an infamous inmate who wants to help him prove his innocence.","Drama, Crime",5.8,11357394,1
5036,Battle Force,"Captain Lyle and his men are on a secret mission to mislead the Nazis during World War II. Facing challenges at every turn, the American soldiers race against time to accomplish their mission.","Action, War",3.2,4071487,1
5037,July Rising,"When a sixteen-year-old inherits her grandfather's orchard, she is determined to keep it despite the challenges and offers coming her way in her small town where women have limited options.",Drama,5.7,3997729,1
5038,The Keeper,"Roland Sallinger, an LA cop, is forced to retire after he survives a fatal attack by his partner. But soon he learns about the kidnapping of his old colleague's daughter and decides to rescue her.","Action, Thriller, Crime",5.0,3924620,1
5042,"Yamada, the Way of the Samurai","Après que le samouraï blessé Yamada Nagamasa ait repris conscience, il jure sa vie et sa loyauté envers une armée royale en Thaïlande qui lui a sauvé la vie.","Action, Adventure",5.8,932025,1
5043,Vikingdom - The Blood Eclipse,"Le roi Eirick entre en collision avec Thor, le dieu du tonnerre, qui a pour mission de récupérer la gloire des dieux avant l'apparition d'un sinistre phénomène.","Action, Adventure",3.3,698737,1
5045,Mein Bester Feind,MEIN BESTER FEIND Der Ganze Fim Deutsch,Drama,5.0,20546,1
5046,Zwölf Winter,"12 Winter ist ein deutscher Fernsehfilm aus dem Jahr 2009 von Thomas Stiller mit Jürgen Vogel und Axel Prahl in den Hauptrollen. Produziert wurde der Film von Martin Zimmermann und Bettina Brokemper, das Drehbuch schrieb Holger Karsten Schmidt","Drama, Thriller",6.7,84226,1
5047,Das grenzt an Liebe,"Selbst beschäftigter Makler wirbt die Hilfe seines Nachbarn, als er plötzlich für die Enkelin verantwortlich wurde, er wusste nie, bestand bis seinem entfremdeten Sohn ab in seinem Haus verließ fällt.","Comedy, Romance",5.9,320112,1
5048,Green Street Hooligans,Die Leben von sechs sehr unterschiedlichen Männern verbindet die gemeinsame Liebe zum Fußball und zum Fanclub des Fußballvereins Eintracht Braunschweig,"Crime, Sport",7.4,1102735,1
5049,O Palmenbaum,"Ein Jahr nach dem verheerenden, ländlichen Weihnachtsfest beschließen Kathi und Jonas, Weihnachten zu zweit auf Mauritius zu verbringen.","Comedy, Romance",6.2,800879,1
5050,The 5th Quarter,"Después de la muerte de su hermano, Jon Abbate lleva a los Wake Forest Demon Deacons a su temporada de fútbol mas exitosa de su historia.","Drama, Sport",5.6,6657627,1
5051,Un romance escurridizo,Una estrella de shows de reality deja a Hollywood y se encuentra en una comunidad Amish donde debe decidir entre su vida en televisión o su nueva vida simple.,"Drama, Romance",6.1,10389941,1
5052,Fe Amor y Chocolate,"Jessica Miller se ve lanzada al mundo ""real"" cuando se gradúa de la universidad. Para conquistar este nuevo mundo, deberá descubrir su fe, abrir una caja de recuerdos y aprender los sencillos secretos de la vida que sólo una madre puede compartir.","Comedy, Drama",5.6,2864952,1
5053,Palau The Movie,"La vida y obra de Luis Palau, un religioso que nació en un pueblo de Argentina y dedicó toda su vida a las obras de Dios, convirtiéndose en uno de los más grandes evangelistas de la historia.","Drama, Documentary",6.1,47239,1
5054,Me Enamoré De Una Chica Cristina,"Miles, un rico traficante de drogas, está enamorado de Vanessa, una devota mujer cristiana. Él promete reformarse después de casarse con ella, sin saber que algunos agentes de la ley planean capturarlo.","Drama, Romance",6.5,16089,1
5055,Como Esquecer,Júlia tenta recompor sua vida após o fim de seu intenso caso amoroso com Antônia.,Drama,6.2,46402,1
5056,Esteros,"A amizade de Matias e Jerônimo ganha um novo rumo nas férias que antecedem o início do ensino médio, quando ambos vivenciam o despertar sexual.","Drama, Romance",7.0,767175,1
5057,E.A.S.: Esquadrão Antissequestro,"Gabriela (Gabriela Simoni), uma menina de onze anos, filha de um jogador de futebol, é sequestrada durante a Copa do Mundo por um grupo de terroristas. Rafael (Murilo Rosa), um ex-delegado do Esquadrão Antissequestros, é encarregado de solucionar o caso e salvar a menina o mais depressa e da forma mais discreta possível.","Action, Crime",5.2,646583,1
5058,Motorrad,"Um dos grandes desejos de Hugo (Guilherme Prates) é conseguir fazer parte do grupo de motocross do seu irmão mais velho. Decidido, ele rouba algumas peças para que possa montar sua motocicleta. Quando consegue o feito, ele encontra com a turma do irmão em uma cachoeira remota, onde fazem uma trilha e se deparam com um antigo muro.",Thriller,4.6,359067,1
5059,Contos do Amanhã,"Em 2165, o sequestro de Michele coloca a cidade-estado de Porto 01, último reduto da civilização humana, em estado de guerra. Para salvar a cidade será preciso contar com a ajuda de Jefferson, estudante do ensino médio que vive em 1999.","Horror, Sci-fi",6.2,43690,1
5060,"True Justice: One Shot, One Life","After leaving the force, Elijah Kane returns as a CIA operative with a mission in mind. He assembles a new team to avenge his former teammates, who were brutally murdered.","Action, Thriller",5.9,3169572,1
5061,Ninja Cheerleaders,"Three cheerleaders, Monica, Courtney and April, get trained under Hiroshi, a ninja sensei. However, when he gets abducted by Victor, an evil mafia chief, they must rescue their master.","Action, Comedy",3.4,22170,1
5062,City of Vultures,After getting released from prison a man struggles to get his life back on track as he keeps getting tempted by the evils in his hood,Drama,6.2,2768619,1
5063,Lord of the Elves,"Clash of the Empires : When the vicious Java Men tyrannize the Hobbits into becoming their slaves, Goben and his family join forces with humans to save their species.","Action, Adventure",2.3,2766904,1
5064,Dominion: The Last Star Warrior,"An impending disaster threatens Earth while Jaelen, an observer from another world, races to find the human woman he loves.","Action, Sci-fi",3.6,2727255,1
5065,The Quiet Hour,"Sarah, a young woman, fights against some dangerous bandits in order to safeguard her parents' farm and the solar panels that protect them from extraterrestrials.","Thriller, Sci-fi",4.6,2632176,1
5066,Deceitful,"Robert (Terry Savage) and Julian (Sal Vance) plan on selling their family's multimillion dollar business without telling their partner, Isaac (Fredro Starr). As the backstabbing and lies mount, the three fight for money and love.",Thriller,5.7,2561722,1
5067,Skin Traffik,"After killing an innocent woman and unable to deal with the guilt, a hitman roams around the city of Ghetto in order to seek redemption. Things change when he comes across a woman who needs his help.","Action, Crime",3.9,5320,1
5068,Nessie and Me,"An adventurous nine-year-old boy relocates to a lakeside town with his family. He befriends an elderly sea captain who tells him of a sea creature, Nessie, who inhabits the lake.","Adventure, Family",3.2,2446375,1
5069,الديزل,El Dezel  : بدر، رجل من أحد الأحياء الفقيرة، يلتقي بدنيا النجمة السينمائية الشهيرة، عن طريق شقيقته عفاف. ومع ذلك، عندما تُقتل عفاف، يشرع بدر في رحلة انتقامية متفجرة.,"Action, Thriller",4.5,5563354,1
5071,أمان يا صاحبي,Aman Ya Sahbi : يقرر سعد ومحمود، مطربان محليان، الزواج من الأختين الثريتين بهيرة وشهيرة للتغلب على المشاكل المالية. لكن الأمور تأخذ منحىً غير متوقع عندما يراهم شقيق الفتيات معًا.,Comedy,3.4,949350,1
5072,Dulhe Raja,"जब केके सिंघानिया को पता चलता है कि राजा ने अपने आलीशान होटल के ठीक बगल में एक छोटा सा रेस्तरां शुरू किया है, तो वह व्यवसाय को विफल करने की कोशिश करता है। मामले को और भी बदतर बनाने के लिए, उसकी बेटी ने राजा से शादी करने का फैसला किया।","Comedy, Romance",6.8,14977580,1
5073,Mahamuni,"Magamuni-जुड़वाँ बच्चे, मगदेवन और मुनिराज, जन्म के समय ही अलग हो जाते हैं जब उनकी माँ उन्हें छोड़कर चली जाती है। कई वर्षों के बाद, दोनों एक-दूसरे के रास्ते पर आते हैं लेकिन प्रतिकूल परिस्थितियों में।","Thriller, Crime",7.6,2712486,1
5074,Rowdy Hero 2,"Kodi- जब राजनीति की बात आती है तो जुड़वाँ कोडी और अंबू के विचार अलग-अलग होते हैं, एक आक्रामक प्रचारक है, जबकि दूसरा शांतिवादी है। लेकिन उनके भाग्य में एक मोड़ के कारण एक को दूसरे का जीवन अपनाना पड़ता है।","Action, Thriller",6.7,12706427,1
5075,قلب الأسد,Qalb el-Asad : فارس، الرجل القوي الذي نشأ في سيرك بين الحيوانات المفترسة، يجد نفسه في مأزق عندما يتورط في جريمة قتل غامضة.,"Action, Thriller",3.5,1572024,1
5076,شداد اغزا,Shadd Agzaa : عمر العطار، شرطي، يتوعد بالانتقام لمقتل زوجته آية على يد عصابة إجرامية. تنشأ التوترات عندما يجد نفسه مطاردًا من قبل السلطات.,"Action, Drama",4.8,8930962,1
5078,Disruption,A couple fights for their lives when their new car unexpectedly breaks down on a deserted Detroit street.,"Drama, Sci-fi",3.1,8103,1
5079,Wired Shut,"A disillusioned famous novelist, unable to talk while recovering in his remote mountain home from major reconstructive jaw surgery, is exposed to a life-threatening secret when he receives an unexpected visit from his estranged daughter.","Horror, Crime",4.5,18420,1
5080,Eyes of the Dead,"Following a sudden zombie attack on their hometown, a couple face a battle for survival and must somehow find a way to outlast the attack.","Action, Horror",3.7,22229,1
5081,Hide and Bleed,"One traumatic night unravels the life of a retired cycling champ into a nightmarish fever dream of murder, steroid rings, and assassins. Only a renegade detective can help him survive until sunrise.","Drama, Thriller, Crime",4.7,8934,1
5082,After Earth,"Kitai and his father Cypher crash-land on Earth a thousand years after cataclysmic events force humans to flee it. After Cypher injures himself, Kitai must tread on an uncharted terrain for help.","Action, Sci-fi",4.8,13004,1
5083,Evolution Of Evil,"Removed : A couple encounters unexpected terror while camping in the forests of the Pacific Northwest, and discover that getting away from it all can be more dangerous than they ever imagined.",Thriller,2.9,58885,1
5084,The Power Of Few,A unique afternoon unfolds the perspectives of five witnesses when a religious conspiracy collides with an extraordinary smuggling operation.,"Action, Thriller",5.1,33791,1
5085,Bad Day,An undercover cop leaves numerous bodies in her wake on a rampaging mission to avenge her daughter's murder.,Thriller,4.1,53637,1
5086,Beyond the Rising Moon,Outerworld : A genetically engineered female (Tracy Davis) teams with a space trader (Hans Bachmann) to salvage an alien spacecraft.,"Thriller, Sci-fi",4.9,32985,1
5087,Alpha,"Keda, the son of a tribe chief, tries to survive alone in the wilderness after his tribe leaves him. Incidentally, he finds himself in the company of an injured wolf abandoned by its pack.","Action, Adventure",6.6,16579,1
5088,Trail of Justice,"A Western film taking place shortly following the Civil War. After freeing gunslinger Drew Wesley from a group of outlaws, wandering cousins Jeff and Sydney Lawson must help save a town from outlaw leader Clay Hobbs.",Drama,4.8,242014,1
5089,Road to Paloma,"After avenging his mother's death, Wolf, a Native American, embarks on a journey across the West on his motorcycle, looking to redeem himself.","Action, Thriller",6.0,1621,1
5090,Finder's Fee,"A young man who discovers a wallet on the street. After Tepper contacts the wallet's owner, Avery Phillips (James Earl Jones), he realizes that it has a winning lottery ticket inside worth millions. Tepper's moral dilemma gets more complicated when his poker-playing crew, including Quigley (Ryan Reynolds) and Fishman (Matthew Lillard), arrive for their regular game, which involves betting with lottery tickets.","Drama, Thriller",6.2,54522,1
5091,The Boonies,Five seniors who were childhood best friends come together because of a dead classmates video for a million dollar treasure hunt inside Boone high school.,Mystery,5.9,6189,1
5092,Patient Killer,"Victoria, a psychiatrist, tries hypnosis on one of her patients to help him deal with his nightmares. When her patient records are stolen the next day, she realises she has made a huge mistake.","Drama, Thriller",4.2,9769,1
5093,Blood Hunters: Rise Of The Hybrids,"To bring the departed back to life, a team of killers collaborate with demon hunters to thwart the underworld's queen. But little do they know, their venture brings death hot on their heels.","Action, Horror",5.8,38767,1
5094,Knightmare,A former shy girl writes a coming-of-age story based on high school. The reunion will be the first time she comes face to face with the subjects of her book.,Horror,3.5,9814,1
5095,End of Loyalty,"When the head of a notorious crime family is killed by a rival family, his son Grant promises retribution. But as Grant's grief turns into violence and destruction, his best friend Ray, a federal agent, does everything he can to keep Grant.",Action,4.3,502443,1
5096,A Royal Christmas Engagement,"Lauren, an advertising executive, teams up with Paul, a consultant, to close a big deal before the holiday season. However, she is unaware that Paul is actually Prince Edward Charles in disguise.","Romance, Family",4.9,359425,1
5097,Of the Devil,"A family's son has brain cancer, and they are in a desperate search for treatment. When unusual methods result in the child being possessed by an ancient demon, the parents must fight not only for the child's life, but also for his soul.",Horror,4.8,28683,1
5098,Kandahar Break: Fortress Of War,"A British mining engineer in Kandahar runs into trouble with the local Taliban chief and is declared an infidel. To save his life, he must escape to Pakistan on foot with the help of rebel guerrillas.","War, Thriller",5.4,328689,1
5099,Lawrence: After Arabia,"The last years of scholar, soldier and hero T.E. Lawrence. Retiring to his cottage, he hopes to escape his past but is pulled into political intrigue. While he has powerful friends, with his uncompromising manner he has made powerful foes.",Drama,6.3,15792,1
5100,The Spiritualist,"Laura develops agoraphobia in an inherited house and she has severe panic attacks when she encounters a sinister presence. Laura turns to the spiritualist and her friends for support, but the phobias of her and her friends soon start to manifest.","Horror, Mystery",3.3,198601,1
5101,Clinton Road,A firefighter has to unravel the mystery of a haunted road after his wife disappears on it.,"Horror, Mystery",3.0,2251,1
5102,The Hired Killer,"A professional assassin accidentally injures a girl on a hit job. She is a track runner who is now paralyzed. Out of a deep sense of guilt and a need for redemption, the hired killer takes on one last job to raise enough money for the girl to undergo a surgery which may restore her life.","Action, Drama, Thriller",5.2,285995,1
5103,In Search of Lovecraft,"While shooting a Halloween news story on horror writer H.P. Lovecraft, reporter Rebecca Marsh discovers that the ""fiction"" Lovecraft wrote is actually true and the creatures and cults described in his writings really exist.",Horror,2.6,26032,1
5104,The Demon's Child,"Dora is a young journalist searching for her missing twin sister. Her investigation leads her to Carol, a mother in need of a caregiver for her son. Pretending to be a nurse, Dora takes the job and begins to search for clues as to how her sister became involved with Carol and her son. What Dora discovers though is that something more sinister is taking place in the home and that she may be the next victim.","Drama, Horror, Mystery",3.9,205519,1
5107,Cassos,Marc vit une série de rencontres et d'aventures qui libèrent son potentiel pour devenir un tueur psychotique.,"Comedy, Thriller",5.6,1038167,1
5108,N'oublie pas ton père au vestiaire,"Philippe, un jeune homme de 18 ans délaissé par son père, ne pense qu'aux filles et néglige ses études. Lorsqu'il échoue à son baccalauréat, son père le renvoie de la maison. Philippe part alors vivre chez un ami et décide de devenir DJ. Son père, de son côté, commence à regretter son comportement.","Comedy, Drama",3.7,337838,1
5109,Les Lettres portugaises,"Une actrice s'apprête à incarner Mariana Alcoforado, une jeune femme du couvent de Beja au Portugal, qui écrivait cinq lettres à son amant français, l'officier Chamilly.","Drama, Romance",5.5,2149750,1
5110,Grindstone Road,"Hannah a un accident alors qu'elle conduisait avec son fils, après quoi il tombe dans le coma. Elle se tourne vers les antidépresseurs et commence bientôt à être témoin d'entités surnaturelles, doutant ainsi de sa propre santé mentale.","Horror, Mystery",4.5,5382239,1
5113,Brijes,"Tres niños descubren que han sido elegidos para una alianza entre humanos y algunos espíritus animales, que ha perdurado a lo largo de la historia.","Adventure, Animation",6.0,32933,1
5114,Entrenando a tu Esposo?,"Jillian James, terapeuta matrimonial, busca diferentes formas de arreglar su matrimonio aprendiendo cómo cambiar el comportamiento de su marido.","Comedy, Romance",4.7,1005506,1
5115,La Receta Del Amor,"Un cirujano ocupado regresa a casa para celebrar que su padre se convirtió en alcalde. Pero después de un encuentro casual con el único médico de la ciudad, y el soltero más codiciado, es testigo de la verdadera compasión que podría ser la receta que este médico necesita.","Romance, Family",6.4,1126661,1
5116,Mi Dulce Navidad,Un romance navideño florece entre una joven y el hombre que compró la querida tienda de chocolates de sus padres.,"Drama, Romance",5.4,4028231,1
5117,Los Traficantes,"Basada es una historia veridica. En Tijuana, Mexico el ex jefe del cartel, Esteban Mendoza encontró redención mientras ayudaba a otros a superar sus adicciones.","Drama, Crime, Biography",7.6,436513,1
5119,Rosemont,"Una mujer embarazada y un snowboarder profesional se encuentran abandonados tras una tormenta de nieve, pocos días antes de Navidad, y buscan refugio en un hotel cerrado al público desde hace veinte años.",Drama,6.7,8113470,1
5120,Corazones Salvajes,"Willow, una joven independiente de Malibú, decidida a conocer a su padre biológico, lo encuentra en la cordillera de Sierra Nevada. Mientras se une a él, queda fascinada por un mustang.",Drama,5.2,7145413,1
5121,إيلي إختاشو ماتو,Elli Ekhtasho Mato: سبع نساء من خلفيات مختلفة يتقاسمن صداقة غير قابلة للكسر ويواجهن عقبات اجتماعية وشخصية هائلة أثناء العيش في مجتمع أبوي.,Drama,3.5,7219700,1
5122,صابر جوجل,Saber Google : عندما يتم سجن صابر جوجل بتهمة الاحتيال، يقوم شرطي بتأمين إطلاق سراحه بشرط موافقته على صفقة تجارية. قرر استخدام دعم الحكومة لتأسيس حزب سياسي.,Comedy,3.4,13958584,1
5123,المش المهندس حسن,El Mesh Mohandis Hassan : طالب هندسة عبقري قادم من الريف وسط الظروف الاقتصادية ليبدأ حياته الجامعية، عازمًا على تخطي العقبات والنجاح في دراسته من أجل إعالة أسرته. في هذه الأثناء يلتقي بمها (دوللي شاهين) زميلته في الجامعة ويعرب لها عن إعجابه الشديد بها,"Comedy, Thriller",3.3,5870550,1
5124,الكود 36,Code 36 : يواجه شريف، الحارس الشخصي، تحديات مختلفة عندما يتم تكليفه بحماية نورهان التي تعتبر هدفًا لجماعة إرهابية.,"Action, Drama",4.3,6078577,1
5126,Where The Devil Dwells,"Lenard, a person with schizophrenia and the son of a former serial killer, lives under house arrest. He starts getting visions of his dead father who threatens to resume his killings.","Horror, Thriller",4.6,95333,1
5127,World War Four,"A series of escalating incidents in Korea and the Middle East leads to greater conflict, placing the superpowers at one another's throats, and one family is caught up in the ever-growing conflict.","Action, Thriller",3.2,1329513,1
5128,Safer at Home,"During pandemic, a group of friends decide to party online. However, the party soon turns into a chaos after they consume a drug.",Thriller,3.8,2418,1
5130,Recognize 2,"Dee Dee is back with a vengeance, but his street antics lead him to retaliate against one of the biggest drug dealers in the city of Atlanta.",Action,5.0,251717,1
5131,The Lorelei,"Daniel, a private detective is hired by beautiful and wealthy Rebecca to find out who killed her father. On the surface, it looks like an accident or suicide, but she is convinced he was murdered. The investigation leads to the discovery of a seedy world.","Drama, Horror, Mystery",4.6,214303,1
5133,Recognize,A professional (T. Miles) by day leads a double life by night as one of Atlanta's most feared gangsters.,"Action, Drama, Crime",3.6,265675,1
5134,Outlast,"A group of paranormal enthusiasts set out to investigate a haunted Castle on Halloween night. Excited to capture evidence of the afterlife, they quickly realise that the castle is even more active than anticipated.",Horror,4.5,1047011,1
5136,Near Extinction: Shangri-La,"A fatal plague epidemic spreads across the world, killing most of the humans. To keep the survivors safe post the apocalypse, Vargas embarks with them to Shangri-La, Earth's last safe refuge.","Thriller, Sci-fi",3.1,525498,1
5137,Escapee,"Abby, a psychology student, visits a mental asylum on a class trip. She comes across a highly unstable patient, Harmon, who is fascinated by her. After a storm moves in, he escapes to look for her.","Horror, Mystery",3.1,363638,1
5138,A Dark Path,"On their way home from a hen party in eastern Europe, sisters Abi and Lily get lost. With no signal and an unreliable GPS, they try to navigate their way out using road signs.","Drama, Horror, Mystery",2.7,242829,1
5139,The Believer,Strange events plague an out-of-work nuclear scientist when his wife becomes obsessed with demonology.,Horror,4.0,13551,1
5140,Oloibiri,"A small village in Nigeria does not have drinking water, sustainable farming or fishing. However, its fate changes when big corporations learn that it has reserves of oil.","Action, Thriller",5.2,42668,1
5141,Knight Club,An aspiring actor working as a bouncer is seduced by the fast-paced and thrilling world of Los Angeles nightlife.,"Action, Thriller",4.9,80897,1
5142,Her Infidelity,"Lily grows attracted to her colleague Grayson after suspecting that her husband is cheating on her. However, Grayson becomes obsessed with her and she begins uncovering dark secrets from his past.","Drama, Thriller",3.5,4528148,1
5143,Borealis,"Jonah, an unempolyed gambler, takes his daughter Aurora on a road trip to see the Northern Lights before her vision disorder renders her blind.","Comedy, Crime",5.6,6298,1
5144,Two Two,"After losing his job and hitting rock bottom, David wakes up in an alley where a homeless man promises him a way to change his life.",Fantasy,6.4,11608,1
5145,The Hive,A couple returns home from a night out to find two sadistic strangers waiting to terrorize them.,"Horror, Thriller, Sci-fi",2.8,55939,1
5146,Santa's Second Wife,"After Mrs. Claus divorces Santa, he returns to his 40 year old self in search of love.",Comedy,6.2,93271,1
5147,The Haunting Of Molly Bannister,A chilling tale of a family at odds against a sinister evil that they don't understand. The Origin of Molly Bannister is here and its more terrifying than you could have imagined.,"Drama, Horror",3.2,125744,1
5148,Cat City,"Victoria Compton discovers her husband, Nick, is having an affair.  But she realizes that it is much more when Vance Roland shows up looking for the money that Nick and his paramour claim to have lost in a real estate deal gone bad.","Mystery, Thriller",5.1,288621,1
5149,Behind The Line – Escape to Dunkirk,"When a troop of British soldiers are entrapped by the Nazis in Dunkirk during WWII, their fate lies in the hands of a renowned boxer amidst them.","Action, War",4.7,422761,1
5150,The Killers Next Door,A trip to the woods in rural New Hampshire becomes a fight for survival when two ex-convicts on the run cross paths with a young married couple.,"Drama, Thriller, Crime",4.4,697603,1
5151,Storm Cell,"When her parents die in a tornado, April Saunders devotes her life to studying dangerous storm systems. While visiting her brother, she experiences history repeating itself as a storm heads their way.","Action, Thriller",4.1,529892,1
5152,El Ultimo Fin De Semana,Diana invita a sus compañeros de trabajo a casa de su abuela para celebrar su próximo ascenso. El pueblo parece desierto y esconde un gran secreto.,"Comedy, Horror",4.0,90734,1
