id,title,description,genres,imdb_rating,views,ismovie
10081,L'Empereur de Paris,"Après s'être évadé à plusieurs reprises de prison, un criminel notoire devient célèbre. Des années plus tard, il change de camp et devient un détective renommé avec sa propre équipe de fonctionnaires.","Thriller, Crime",6.3,6582,1
10085,Bienvenue à Marly-Gomont,"Seyolo Zantoko, médecin d'origine congolaise, traverse diverses difficultés alors que les villageois en France refusent d'accepter ses services. Cependant, lui et sa famille tentent de se lier d'amitié avec les gens.","Comedy, Drama",7.0,4067,1
10086,Juste ciel!,Cinq religieuses ont pour objectif de remporter le prix en argent d'une grande course cycliste visant à récolter des fonds pour rénover un hospice délabré. Le seul problème est qu’aucun d’entre eux ne sait faire du vélo.,Comedy,4.9,641318,1
10087,Un sac de billes,"Deux frères juifs, âgés de 10 et 12 ans, fuient Paris en 1941 pour échapper à l'invasion nazie et retrouver leur famille.","Drama, War",7.3,28920,1
10089,Moroccan Gigolos,"Trois jeunes hommes font tout ce qu'ils peuvent pour faire le business qu'ils veulent, même s'ils doivent se prostituer.",Comedy,5.3,5459,1
10090,Torpedo,Torpille est un film de comédie franco-belge de 2012 réalisé par Matthieu Donck.,Comedy,6.4,366349,1
10092,Im Westen nichts Neues,"1914 bricht in Deutschland der Krieg aus. Paul Bäumer und seine Klassenkameraden melden sich schnell zur Armee, um ihrem Vaterland zu dienen. Kaum sind sie eingezogen, zeigen ihnen die ersten Bilder vom Schlachtfeld die Realität des Krieges.","Action, War",7.8,12173571,1
10094,The Grump: In Search of an Escort,"Der Alltag des Grump geht wie gewohnt weiter. Es gelingt ihm jedoch, seinen geliebten Ford Escort zum Absturz zu bringen. Ein neues, modernes Auto ist nicht in Sicht und der nächstgelegene Escort mit dem richtigen Modelljahr befindet sich in Deutschland, also reist er dorthin.","Comedy, Drama",6.2,4697,1
10095,The Ordinaries,"Movie star Marvin is forced to run from journalists and fans because of a shady campaign. While escaping the press, the celebrity ends up in 3000, a small, independently owned feminist LGBT+ theater that is about to close.","Comedy, Sci-fi",6.6,19555,1
10096,Der dritte Wunsch,"Freundliche, schelmische und humorvolle Geschichte über die Probleme eines liebeskranken Teenagers namens Albert.","Fantasy, Family",6.2,6273,1
10097,Guglhupfgeschwader,"Provinzpolizist Eberhofer muss seinen Freund, den spielsüchtigen Lotto Otto, vor Schuldeneintreibern retten und den Mord an seiner Mutter aufklären.","Comedy, Crime",6.4,40981,1
10098,Rehragout-Rendezvous,"Paukenschlag auf dem Eberhofer-Hof: Oma streikt und will sich künftig von der Familienbetreuung trennen. Chaos pur! Die Familie soll lernen, für sich selbst zu sorgen. Ausgerechnet jetzt übernimmt Susi vorübergehend als stellvertretende Bürgermeisterin das Rathaus von Niederkaltenkirchen und reduziert mit ihrer neugewonnenen Macht die Position von Franz auf Teilzeit, damit er sich künftig um Sohn Pauli kümmern kann.","Comedy, Crime",6.4,4853353,1
10107,A través de tu mirada,"Tras los acontecimientos del verano, Ares y Raquel no encuentran la manera de continuar su relación y deciden tomar caminos separados. Cuando se vuelven a ver en invierno, el amor y la atracción que sienten el uno por el otro es innegable.","Comedy, Drama, Romance",5.4,482582,1
10108,"Como te ves, me vi","La trama gira en torno a un adolescente incomprendido por sus padres y confundido en el amor, aprende a tomar decisiones mientras vive al límite.","Comedy, Drama",5.6,4755,1
10109,Una aventura gigante,"Sebastián, Sofía y la pequeña Wawa viajan para encontrar a sus padres perdidos, ayudados por criaturas míticas de la cultura Nazca.","Adventure, Family",7.5,12734,1
10110,Pajaritos a volar,"Manou, un veloz adoptado por las gaviotas, se cree una de ellas hasta que descubre la verdad. Más tarde, se escapa de casa, se encuentra con otros vencejos y se da cuenta de su verdadera identidad.","Adventure, Family, Animation",5.4,4036690,1
10112,La piel del tambor,"El padre Quart, agente de inteligencia del Vaticano, investiga un mensaje anónimo enviado al Papa sobre una iglesia española en ruinas que ""mata para defenderse"". Se desarrolla una profunda conspiración que pone a prueba la lealtad y la fe del padre Quart.",Thriller,5.2,41754,1
10113,El castigo,Un niño de siete años desaparece de la vista de sus padres en un bosque misterioso pero inquietante después de un castigo.,Drama,7.1,199876,1
10116,Verónica,"Durante un eclipse solar, una adolescente y sus amigos quieren invocar el espíritu del padre de la niña usando una tabla Ouija. Sin embargo, durante la sesión pierde el conocimiento y pronto queda claro que han llegado demonios malvados.","Drama, Horror",6.2,6414,1
10117,Demonios tus ojos,"Oliver, director de cine, descubre en una web erótica que la protagonista de uno de los vídeos es su media hermana menor, Aurora. En el proceso de descubrir qué estaba haciendo ella allí, Oliver quedará fascinado por Aurora.","Drama, Thriller",5.3,9347,1
10119,La Cinta de Álex,"Una adolescente se reencuentra con su padre, un comerciante hispano-magrebí que ha pasado una larga temporada en la cárcel acusado de yihadismo por error. Ella lo acompaña en un viaje de negocios a Jaisalmer, donde se ven involucrados en un complot terrorista.","Action, Drama",5.7,5585,1
10120,La jefa,"Sofía, una empleada ambiciosa, queda embarazada sin querer. Su jefa, Beatriz, a quien Sofía admira, le hace una propuesta insólita: dejarla adoptar a su hijo y, a cambio, podrá continuar su carrera.","Drama, Thriller",4.8,263485,1
10123,Bangkok Fighter,"A dix ans, Manit est témoin du meurtre de ses parents. Il est abattu et laissé pour mort. Placé sous la garde d'un vieux maître de Muay Thai, Manit se rétablit, mais la balle dans sa tête l'a changé à jamais, le privant de toute émotion humaine. Désormais, grâce aux enseignements de combat de son maître, il est devenu une véritable machine à tuer, avide de justice. Avec l'aide de Clara, une jeune et séduisante journaliste européenne, Manit traque l'homme qui a assassiné ses parents de sang-froid.","Action, Thriller",4.9,3622977,1
10132,Divino Amor,"Uma mulher religiosa usa sua posição no trabalho para ajudar casais em dificuldades a salvar seu casamento. Enquanto espera por algum elogio, ela se depara com uma crise pessoal.","Drama, Sci-fi",6.2,8673,1
10133,Pureza,"Na década de 1990, uma mãe procura o filho desaparecido e encontra fazendas com práticas de trabalho escravo na região amazônica.",Drama,7.7,1677,1
10134,Turma da Mônica: Laços,"Mônica e Amigos: Laços é um filme brasileiro de aventura familiar de 2019 produzido pelos Estúdios Mauricio de Sousa, dirigido por Daniel Rezende, com roteiro escrito por Thiago Dottori e estrelado por Giulia Benite, Kevin Vechiatto, Laura Rauseo e Gabriel Moreira.","Adventure, Family",7.1,76666,1
10135,Luccas Neto em: Dia Das Crianças,"Quando Luccas Neto planeja uma grande comemoração para o Dia das Crianças, uma ameaça inesperada na escola coloca o festeiro e seus amigos em risco.",Family,2.8,240275,1
10136,Detetives do Prédio Azul,"Bento, Pippo e Sol, os detetives do Edifício Azul, enfrentam o maior desafio de suas vidas ao impedir que seu prédio seja demolido.","Adventure, Family",6.0,457232,1
10137,D. P. A. 3 - Uma Aventura no Fim do Mundo,"Severino encontra um medalhão mágico e cai num feitiço. Para salvar o amigo e evitar que as forças do mal o dominem para sempre, Sol, Bento, Pippo e a feiticeira Berenice embarcam em uma aventura gelada e nevada até o Fim do Mundo.","Adventure, Fantasy, Family",6.7,334439,1
10138,Luccas Neto em: Uma Aventura no Zoológico,Luccas e sua turma são magicamente transportados para um jogo de tabuleiro e precisam correr para salvar os animais de um zoológico controlado por vilões. Assista aos trailers e saiba mais.,"Comedy, Adventure",3.4,30893,1
10140,Carrossel 2: O Sumiço de Maria Joaquina,"Um homem psicótico abre fogo em uma lanchonete, assassinando inúmeras pessoas antes de se matar. Os sobreviventes lutam de maneiras diferentes após esse acontecimento horrendo: um médico duvida de seus próprios instintos e opta por usar um procedimento médico experimental em sua esposa, enquanto um jogador acredita que está com sorte.","Adventure, Family",4.6,1594407,1
10141,Luccas Neto em: O Hotel Mágico 2,"A convite de Camila, Luccas e Gi ficam hospedados em um hotel mágico e descobrem que os malvados elfos do polo Norte estão de volta com planos ainda mais traiçoeiros. Assista aos trailers e saiba mais.",Comedy,5.2,114862,1
10142,Detetives do Prédio Azul 2: O Mistério Italiano,"Os detetives Pippo, Bento e Sol viajam para Puglia, na Itália, para participar da Expo-Bruxas, maior evento de bruxaria do mundo, e investigar o sequestro da feiticeira Berenice.","Adventure, Family",5.7,295866,1
10143,Os Aventureiros - A Origem,"O Aventureiro Azul (Luccas Neto), sua irmã Gi (Giovanna Alparone) e seus amigos Vitória (Karol Alves), Pedro (João Pessanha) e Jessi (Beatriz Couto), participam de uma excursão escolar para o Instituto de Pesquisa Científica.","Comedy, Adventure, Fantasy, Family",5.0,1207703,1
10144,"Ela Disse, Ele Disse","Rosa e Leo são recém-chegados à escola e, enquanto aprendem a lidar com novos amigos e problemas familiares, descobrem que têm muito mais em comum do que imaginavam, como fortes sentimentos por Júlia, a garota mais popular da turma.","Comedy, Romance",4.8,42500,1
10146,Mamonas Assassinas - O Filme,"A vida e os tempos da banda de rock de comédia Mamonas Assassinas, desde o seu início até a sua descoberta no final dos anos 1990.","Drama, Biography, Musical",5.2,36750,1
10147,Crô em Família,"A vida perfeita de Crô desmorona. Além de enfrentar o divórcio, ele também terá que lidar com um grupo de indivíduos peculiares que aparecem afirmando ser sua família.",Comedy,3.9,426987,1
10148,Não Vamos Pagar Nada,"A vida não é fácil para ninguém e o dinheiro está cada vez mais curto para Antônia, que está desempregada. Mas ela não perde o senso de humor mesmo quando se mete em uma grande confusão.",Comedy,4.9,456604,1
10149,"Fala Sério, Mãe!","Angela Cristina, mãe de uma adolescente, enfrenta inúmeros problemas ao guiar a filha, Maria de Lourdes, em uma das fases mais importantes da vida.","Comedy, Family",6.1,480503,1
10150,Tudo Por Um Popstar,Três melhores amigos tentam convencer seus pais a permitir que eles assistam a um show de sua banda pop favorita em uma cidade próxima.,"Comedy, Romance",4.7,1091617,1
10151,Meus 15 Anos,"Meus 15 Anos is a 2017 Brazilian teen comedy-drama film directed by Caroline Okoshi Fioratti, based on the novel of the same name by Luiza Trigo. It stars Larissa Manoela, Daniel Botelho, Clara Caldas, Bruno Peixoto, Rafael Infante, Victor Meyniel, Polly Marinho, and Anitta.","Comedy, Drama",5.2,31584,1
10152,Ana e Vitória,"Depois de se conhecerem por acaso, dois jovens músicos com visões diferentes sobre o amor e a vida gravam um álbum que altera drasticamente suas vidas.","Romance, Musical",6.3,48224,1
10153,Eu Sou Mais Eu,"Camila Mendes é uma pop star solitária, cansada da rotina de ser uma grande estrela, que consegue viajar no tempo e voltar ao passado para compreender melhor sua essência. Lá ela conhece Hair, um colega de escola.",Comedy,3.2,457775,1
10154,O Melhor Verão das Nossas Vidas,"Bia, Giulia e Laura têm a oportunidade de cantar em um famoso festival de música do Guarujá, mas têm muito medo de que os pais descubram.","Comedy, Adventure",5.6,2436,1
10155,Um Tio Quase Perfeito 2,"Tio Tony (Marcus Majella) reina soberanamente sobre o coração dos sobrinhos, Patrícia (Julia Svacinna), Valentina (Sofia Barros) e João (João Barreto). Ele não parece mais um vigarista e vive em perfeita harmonia com a família até a chegada de Beto (Danton Mello).","Comedy, Family",6.7,1117409,1
10157,Gaby Estrella,"Depois do grande sucesso no mundo da música, a adolescente Gaby Estrella (Maitê Padilha) começa a sofrer com a concorrência de um novo ídolo teen, Natasha (Luisa Prochet). Para voltar às paradas de sucesso, ela precisa reencontrar suas origens, na cidade do interior Vale Mirim.","Comedy, Adventure",6.3,65560,1
10158,Vai que Cola: O Filme,"O fraudador Valdomiro se envolve em outro esquema com Andrade, seu ex-parceiro. Mas quando a pensão é fechada pelo governo, Dona Jó e os demais moradores vão morar com ele.",Comedy,5.0,538770,1
10159,Divã a 2,"Eduarda e Marcos vivem um casamento desgastado e, ao longo de suas sessões de terapia, chegam à conclusão de que devem se separar. Eduarda se envolve com Léo, um novo amor, mas fica dividida quando Marcos, cansado da vida de solteiro, se reaproxima dela.",Comedy,5.1,5821,1
10160,Férias Trocadas,"José Eduardo, conhecido como Zé, é dono de uma escolinha de futebol e ganha uma rifa para Cartagena com a esposa e a filha blogueira. José Eduardo, conhecido como Edu, é um empresário de sucesso que está de férias com a esposa e o filho TikTok. A confusão começa quando, por engano, Zé se hospeda no luxuoso hotel de Edu, que por sua vez vai parar na simples pousada de Zé.",Comedy,6.7,32205,1
10162,O Porteiro,"Num dia de azar, o porteiro Waldisney precisa provar à polícia que não teve nada a ver com um assalto ocorrido no prédio onde trabalha.",Comedy,5.3,5573,1
10163,Dona Lurdes: O Filme,"Depois de tantos anos de dedicação à maternidade, quando o último filho sai de casa, Dona Lurdes começa a sofrer da síndrome do ninho vazio.","Comedy, Romance",6.0,15607,1
10165,Vai ter Troco,"Depois de meses sem receber seus salários e atentos aos caprichos de seus patrões, que afirmam estar falidos, os trabalhadores domésticos decidem exigir o pagamento com mais força.",Comedy,5.9,3586,1
10167,E a Vida Continua...,"E a Vida Continua... é um filme de drama brasileiro de 2012 dirigido por Paulo Figueiredo, baseado no livro homônimo do médium Chico Xavier.",Drama,5.4,130463,1
10168,Deixe-me Viver,"Luiz Sérgio (Bernardo Dugin) é um jovem espírita que foi chamado para um grande trabalho. É convidado a escrever diversos livros relacionados ao espiritismo, um deles é Let Me Live. Para escrevê-lo, Luiz embarcou em uma viagem para resgatar espíritos que estão nas portas, locais onde alguns espíritos vão para pagar pelos pecados cometidos.",Drama,6.8,79002,1
10169,Divaldo - O Mensageiro da Paz,Uma comovente cinebiografia sobre o líder humanitário brasileiro Divaldo Franco.,"Drama, Biography",8.2,1827534,1
10171,Amarração do Amor,"Lucas e Bebel decidem se casar e não têm ideia de que a religião será motivo de discórdia familiar; enquanto o pai da noiva quer fortalecer as tradições judaicas, a mãe de Lucas quer que o filho leve as tradições da Umbanda para sua futura família.","Comedy, Romance",6.5,13762,1
10173,Um Plano Quase Perfeito,"Marta Colombi é chefe de segurança de uma empresa que comercializa diamantes e está prestes a fazer a última entrega de pedras preciosas: o novo dono da empresa acaba de despedi-la, por ser mulher.",Thriller,5.0,602165,1
10174,Data Limite segundo Chico Xavier,O médium brasileiro Chico Xavier confidencia a amigos que em 1969 foi dado à humanidade um prazo de 50 anos para evoluir moralmente e viver em paz sem provocar a Terceira Guerra Mundial.,Documentary,7.4,10299786,1
10175,Para Todos os Garotos que Já Amei,"Lara Jean escreve cartas secretas e reveladoras para suas cinco paixões, mas nunca teve a intenção de enviá-las. Agora eles estão fora e causando estragos em sua vida.","Comedy, Romance",7.0,162451,1
10179,3 1/2 Stunden,"Fahrgäste eines Zuges von München nach Ost-Berlin erfahren unterwegs, dass die DDR gerade durch die neue Berliner Mauer abgeschlossen wurde. Sie haben 3 1/2 Stunden Zeit, um zu entscheiden, ob sie mit dem Zug bis nach Ostberlin fahren oder in der BRD bleiben wollen.","Drama, History",6.4,40762,1
10180,Beckenrand Sheriff,"Ein Bademeister versucht mit allen Mitteln, die Schließung seines Hauses, eines Freibades, zu verhindern.",Comedy,6.0,47853,1
10181,Der Passfälscher,"Im Berlin des Jahres 1942 lässt sich der junge jüdische Grafiker Cioma Schönhaus nicht von den Nazis einschüchtern und nimmt mutig die Identität eines deutschen Marineoffiziers an, um wie seine Familie der Deportation zu entgehen. Er schließt sich einem Netzwerk von Untergrundrettern an und wird für seine meisterhaft gefälschten Ausweise berüchtigt, die Hunderten von Juden das Leben retten.","Drama, Thriller",6.2,2593,1
10182,Schwarze Insel,"Die dunklen Geheimnisse einer scheinbar friedlichen Insel drohen einen verwaisten Schüler zu verschlingen, als er einem mysteriösen neuen Lehrer nahe kommt.","Mystery, Thriller",5.2,43050,1
10183,Blood Red Sky,"Als eine Terroristengruppe einen Nachtflug über den Atlantik entführt, muss eine mysteriös kranke Frau ein monströses Geheimnis lüften, um ihren kleinen Sohn zu schützen.","Action, Horror",6.1,3520050,1
10184,Catweazle,"Otto Waalkes spielt einen Zauberer, der ab dem 11. Jahrhundert in die Gegenwart verirrt ist und unbedingt in seine Zeit zurückkehren möchte.","Comedy, Adventure",5.4,1385068,1
10185,Lieber Thomas,"Thomas Brasch wurde als deutsch-jüdischer Emigrant in England geboren und zog in den 1950er Jahren mit seiner Familie in die DDR. Während er zu einem produktiven Schriftsteller und poetischen Rebellen heranwächst, kämpft er mit der Realität der Zensur im kommunistischen Ostdeutschland.",Drama,7.0,1357,1
10186,Gesicht der Erinnerung,"Gesicht der Erinnerung ist ein deutscher Fernsehfilm von Dominik Graf aus dem Jahr 2022. Er handelt von der Amour fou einer Frau Mitte 30, die sie – spiegelbildlich – schon einmal in jungen Jahren erlebt hat.","Drama, Romance",6.2,8788,1
10187,Große Freiheit,"Im Nachkriegsdeutschland bedeutet die Befreiung durch die Alliierten nicht die Freiheit für alle. Hans erlebt wiederholt Inhaftierungen nach Paragraf 175 des Strafgesetzbuches, der Homosexualität unter Strafe stellt und seinen Freiheitsdrang systematisch zerstört.","Drama, Romance",7.5,148687,1
10188,Tin Can – Gefangen im Albtraum,"Kalt, blass und im Dunkeln erwacht Fret in einer kleinen Metallkammer wieder zu Bewusstsein. In ihrer engen Zelle versucht sie herauszufinden, wie sie eingesperrt war. Als Wissenschaftlerin, die kurz davor steht, ein Heilmittel gegen eine tödliche Seuche zu entdecken, versucht Fret verzweifelt, aus ihrer Zelle zu fliehen, um die letzte Menschheit zu retten.","Horror, Sci-fi",4.1,2024,1
10189,Nahschuss,"Das Angebot einer renommierten Professur lockt den ehrgeizigen Wissenschaftler Franz Walter an und lässt sich 1981 davon überzeugen, für die Stasi der DDR im Ostberlin zu arbeiten. Während sein Alltag von Erpressung und Überwachung geprägt ist, wird ihm klar, dass er nicht weitermachen kann.","Drama, Thriller",6.7,844,1
10190,Ich bin dein Mensch,"Eine Wissenschaftlerin am Pergamonmuseum in Berlin lässt sich überreden, an einer Studie teilzunehmen, um Geld für ihre Forschung zu erhalten. Drei Wochen lang muss sie mit einem humanoiden Roboter zusammenleben, der der perfekte Lebenspartner für sie sein soll.","Sci-fi, Romance",7.0,5155,1
10191,Monte Verità,Hanna Leitner folgt ihrem Therapeuten zum Monte Verità und entdeckt dort ihre Leidenschaft für die Fotografie.,"Drama, History",5.6,7105,1
10192,Heimsuchung,"Nach dem plötzlichen Tod ihres entfremdeten Vaters beschließt Michi, eine junge Mutter und trockene Alkoholikerin, einige Tage mit ihrer kleinen Tochter Hanna im geerbten Sommerhaus zu bleiben, in der Hoffnung, das verlorene mütterliche Vertrauen wiederzugewinnen. Bald beginnen lange verdrängte Erinnerungen an ihre Kindheit und den Selbstmord ihrer Mutter Michi zu verfolgen.","Drama, Horror",4.6,23979,1
10193,Weißbier im Blut,"Kreuzeder war einst ein erfolgreicher Kommissar, doch heute löst er nur noch selten einen Fall. Nach über 20 Dienstjahren möchte er einfach so schnell wie möglich in den Ruhestand gehen und den Alltag in der Mordkommission in Niederbayern hinter sich lassen.",Crime,5.7,13051,1
10194,Geborgtes Weiss,"Marta, Ärztin und Mutter, führt mit ihrem Mann Roland ein ruhiges und glückliches Familienleben mitten in der Natur. Doch das gefühlvolle Landleben droht plötzlich auseinanderzubrechen, als Marta und ihr sechsjähriger Sohn Nathan im Baumarkt auf Valmir treffen. Kurz nach der zufälligen Begegnung taucht er als Handwerker im Haus der Familie auf, um das Badezimmer zu renovieren.","Drama, Romance, Family",5.3,2851,1
10195,Die Magnetischen,"Eine Gruppe von Freunden sendete von ihrem Zuhause im ländlichen Frankreich der 1980er Jahre aus einen kostenlosen Radiosender. Nachdem einer von ihnen zum Militärdienst nach Berlin abberufen wird, möchte er unbedingt weiter mit seinen Freunden senden.","Drama, History, Musical",6.4,4645,1
10198,Small World,"Es geht um den Polizisten Robert Goc, der sich auf eine internationale Untersuchung einlässt, um ein vierjähriges Mädchen zu finden, das entführt wurde. Bei seinen Ermittlungen wird er mit der russischen Mafia konfrontiert.","Action, Drama, Thriller, Crime",5.6,48289,1
10199,Der beste Film aller Zeiten,"Ein wohlhabender Geschäftsmann engagiert einen neurotischen Regisseur, um seinen krönenden Abschluss zu produzieren: einen brillanten Kunstfilm.","Comedy, Drama",7.0,541919,1
10200,Hollyblood,"Decidido a ganarse el cariño de la chica que ama, un tímido adolescente decide disfrazarse de vampiro, sin saber que una amenaza real acecha.","Comedy, Horror",4.5,48406,1
10201,Amelie Rennt,"Nach einem lebensbedrohlichen Asthmaanfall wird ein junges Mädchen aus Berlin in eine Klinik in Südtirol eingeliefert, wo sie einen Jungen trifft, der ihr Begleiter auf einer Wanderung zum Gipfel eines Berges wird.","Adventure, Family",6.2,17130,1
10202,Das Goldene Ufer,"Zwei Waisenkinder, Gisela und Walther, verlieben sich in der Familie Graf ineinander, sehr zum Missfallen des Graf-Sohns. Sie sind weiterhin mit dem Zorn der Familie konfrontiert, während sie versuchen, einen Ausweg zu finden.","Drama, Romance",6.2,113002,1
10203,Nur Nicht Aufregen,"Paul Schneider, ein Versicherungsvertreter, hat genug von seinen machiavellistischen Kollegen und tyrannischen Managern. Eine Reihe von Ereignissen führen dazu, dass ihm die Entlassung aus dem Dienst droht. Eine türkische Anwältin hilft ihm.","Comedy, Drama",6.3,7710,1
10204,Und Morgen Die Ganze Welt,"Eine Jurastudentin gerät in immer gefährlichere Situationen, nachdem sie sich einer Neonazi-Gruppe anschließt, um mehr über einen geplanten Angriff auf ihre Freunde zu erfahren.","Thriller, Crime",6.0,37525,1
10205,Südstadt,"In drei Wohnungen eines Hauses teilen drei befreundete Paare das Schicksal, ihre Beziehungen und Lebenskonzepte auf die Probe stellen zu müssen. Nach 20 Jahren Ehe stehen Anne und Martin kurz vor der Trennung.",Drama,6.6,11414,1
10206,Todesfalle Nordsee,"Ein U-Boot-Fahrer unternimmt einen waghalsigen Abstieg auf den Meeresgrund, um den Mann, den sie liebt, vor einer gesunkenen Bohrinsel zu retten.","Action, Thriller",6.3,3678,1
10207,Die Informantin,"Die junge Jurastudentin Aylin weiß genau, was sie will: Anwältin werden. Um ihr Studium zu finanzieren, arbeitet sie als Escort-Girl. Weil sie sich gegen einen aufdringlichen Geschäftsmann wehren musste, drohen ihr nun fünf Jahre Gefängnis. Von der Polizei kommt ein Angebot, auf das sie sich in ihrer Not einlässt: Als Lockvogel kann Aylin ihre Strafe abwenden und sogar weiterhin Jura studieren.","Thriller, Crime",6.2,3442,1
10208,Nur Mit Dir Zusammen,"Sängerin July ist auf eine Spenderniere ihres Vaters angewiesen. Doch zunächst muss sie sich mit ihm versöhnen, da sie schon lange hoffnungslos mit ihm zerstritten ist.","Drama, Musical",5.3,14883,1
10209,Einfach Nina,"Das Autorenteam Angela Gilges, Karin Heberlein und Christopher von Delhaes erzählen mit ""Einfach Nina"" eine berührende Familiengeschichte um Geschlechtsidentität, Akzeptanz und Zusammenhalt.",Drama,5.9,6503,1
10210,Meister des Todes,"Ein in Schwierigkeiten geratener deutscher Waffenhersteller beginnt, an dubiose Kunden zu verkaufen, was einen jungen Angestellten dazu veranlasst, seine Karriere zu überdenken.","Thriller, Crime",6.4,37508,1
10224,Guardian,"Guardian is a 2024 Indian Tamil-language horror film directed by Sabari and Guru Saravanan, and starring Hansika Motwani, Suresh Chandra Menon and Sriman. The film was released on 8 March 2024","Action, Sci-fi",4.1,15310084,1
10230,Un Monde,"Nora, sept ans, et son grand frère Abel sont de retour à l'école. Lorsque Nora voit Abel se faire intimider par d'autres enfants, elle se précipite pour le protéger en avertissant leur père. Mais Abel la force à garder le silence.",Drama,7.3,75628,1
10231,A Tale of Love and Desire,Un Français d'origine algérienne de 18 ans découvre une collection de littérature arabe érotique et tente de résister à ses désirs lorsqu'il rencontre une jeune Tunisienne et commence à tomber amoureux d'elle.,"Drama, Romance",6.6,4783654,1
10235,Naa Saami Ranga,Three brothers brought together by chance navigate their love lives while jealousy from village elders brews.,"Action, Thriller",4.4,13952060,1
10239,A Sogra Perfeita,Beauty parlor owner needs to find the perfect wife for his son in order to be free and enjoy her life not having to support him anymore.,Comedy,6.0,174212,1
10243,el libro de la vida,"En un intento por salvar al amor de su vida, Manolo se sacrifica y es transportado a la Tierra de los Recordados, donde se reúne con sus antepasados ​​muertos y se esfuerza por recuperar su vida.","Fantasy, Family",7.2,46645879,1
10245,Star Struck,"Durante un viaje a Los Ángeles, Jessica Olson conoce a la estrella del pop Christopher Wilde y ambos se enamoran. Sin embargo, durante una entrevista, cuando él niega haberla conocido, las cosas se complican.","Comedy, Musical",6.1,3905163,1
10246,El gato del sombrero mágico,"Las vidas de dos niños, Sally y Conrad, cambian después de que un gato antropomórfico alto aparece misteriosamente en su casa y realiza algunos trucos para entretenerlos.","Comedy, Family",4.1,71615279,1
10253,Incendies,"Une mère mourante écrit à ses enfants Jeanne et Simon pour leur demander d'exaucer ses dernières volontés. Suivant ses instructions, ils découvrent un monde plein de haine, de différences et d'amour.","War, Mystery",8.3,521088,1
10255,L'Eté Mystérieux,"Tentant de fuir les fantômes de son passé, un homme se rend dans le nord estival de la France. Bientôt, cependant, les cauchemars commencent à le rattraper. Une rencontre fortuite avec un bel habitant du pays lui offre un moyen de bannir enfin les ténèbres une fois pour toutes.","Thriller, Romance",5.2,33458,1
10256,Dragon : les aventuriers du royaume de Dramis,"Après avoir reçu un cristal magique d'un elfe mourant et un message pour sauver le Nord et l'esprit déclinant de Noël, Ayden, une orpheline, part avec ses amis pour réaliser son dernier souhait.","Fantasy, Family",5.6,8071,1
10257,Espen - le Gardien de la Prophétie,"Espen, un pauvre garçon de ferme, et ses frères partent en quête pour sauver une princesse en fuite du roi de la montagne afin de réclamer une récompense et de sauver leurs terres de la ruine.","Adventure, Family",6.2,804986,1
10259,Attaque Programée,"Un expert en sécurité travaillant dans une usine pétrolière se sent piégé lorsque de fausses preuves de meurtre sont fabriquées contre lui. De plus, il envisage de contre-attaquer pour prouver son innocence.",Action,4.9,3344075,1
10262,La Chute Du Faucon Noir,"Lorsqu'une force d'élite composée de soldats américains est chargée de la mission d'arrêter les principaux lieutenants d'un chef de guerre somalien, ils se retrouvent pris en embuscade par un grand groupe de Somaliens lourdement armés.","Action, War",7.7,2296618,1
10263,L'Enfant Loup,Un enfant est vendu à une tribu dans les montagnes reculées. Il parvient cependant à survivre et vit parmi une meute de loups pendant 12 ans.,"Drama, Adventure",6.6,25463,1
10264,Bajocero,"Cuando una furgoneta de traslado de prisioneros es atacada, el oficial a cargo debe luchar contra los que están dentro y fuera mientras se enfrenta a un enemigo silencioso: las gélidas temperaturas.","Action, Thriller",6.2,91112,1
10265,Las Píldoras De Mi Novio,Hank es un encantador dueño de una tienda que toma una interminable variedad de medicamentos recetados para su trastorno de personalidad múltiple. Se sorprende gratamente cuando su nueva novia lo invita a un resort en una isla para un retiro de negocios y luego se horroriza al saber que olvidó traer su medicación al llegar.,"Comedy, Romance",4.6,22261,1
10266,Antoinette Dans Les Cévennes,"Une institutrice envisage de passer l'été avec son amant secret. Cependant, sa femme a prévu une randonnée surprise pour l'été, qu'elle décide de faire.","Comedy, Romance",6.5,1597,1
10268,Sevillanas de Brooklyn,"La joven Ana, una chica sevillana harta de su familia y de su barrio, inicia una relación con el chico afroamericano al que su madre acoge para evitar el desahucio.","Comedy, Drama",5.5,74359,1
10269,Mediterráneo,"Dos socorristas, Óscar y Gerard, viajan a Lesbos impactados por la fotografía de un niño ahogado en el Mediterráneo. Al llegar, descubren una realidad abrumadora: miles de personas arriesgan su vida cruzando el mar en precarias embarcaciones.","Action, Thriller",6.5,134006,1
10271,Cuidado Con Lo Que Deseas,"Cuidado con lo que deseas es una película de suspenso y terror mexicana de 2020 escrita y dirigida por Agustín Tapia. Fue producido por Leonardo Zimbrón, Agustín Tapia y Diego Gallangos. Sigue la historia de una familia que se va de vacaciones un fin de semana para celebrar el octavo cumpleaños de su hija.",Horror,4.4,150591,1
10286,Arima,Las vidas de cuatro mujeres se entrelazan irrevocablemente después de que un extraño llega a su ciudad blandiendo un arma en busca de un forastero esquivo.,Drama,5.3,3892,1
10287,Hasta Que La Boda Nos Separe,Una mujer se entera de que el hombre con el que tuvo una aventura de una noche se va a casar con el amigo de la infancia cuya boda está planeando.,"Comedy, Romance",5.7,35352,1
